"","X","Year","Week","Date","Day","value","catcorr","Bay","corTL","co"
"969",1439,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"970",1440,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"971",1451,"2017",3,2017-06-14,"06_14",38,1.776793505,"Shinnecock",68,2
"972",1452,"2017",3,2017-06-14,"06_14",22,1.938548348,"Shinnecock",43,2
"973",1463,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"974",1472,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"975",1480,"2017",3,2017-06-14,"06_14",50,1.534401164,"Shinnecock",77,1
"976",1488,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"977",1496,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"978",1504,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"979",1511,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"980",1518,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"981",1524,"2017",3,2017-06-14,"06_14",34,1.834357323,"Shinnecock",62,2
"982",1529,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"983",1533,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"984",1537,"2017",3,2017-06-14,"06_14",37,1.792410193,"Shinnecock",66,2
"985",1541,"2017",3,2017-06-14,"06_14",34,1.834357323,"Shinnecock",62,2
"986",1544,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"987",1547,"2017",3,2017-06-14,"06_14",49,1.557312077,"Shinnecock",76,1
"988",1550,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"989",1553,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"990",1556,"2017",3,2017-06-14,"06_14",36,1.807205438,"Shinnecock",65,2
"991",1559,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"992",1562,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"993",1565,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"994",1567,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"995",1569,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"996",1571,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"997",1573,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"998",1575,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"999",1577,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"1000",1579,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"1001",1581,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"1002",1583,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"1003",1585,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"1004",1587,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"1005",1589,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"1006",1591,"2017",3,2017-06-14,"06_14",25,1.920471453,"Shinnecock",48,2
"1007",1593,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"1008",1595,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"1009",1597,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"1010",1598,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"1011",1599,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"1012",1600,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"1013",1601,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"1014",1602,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"1015",1603,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"1016",1604,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"1017",1605,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"1018",1606,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"1019",1607,"2017",3,2017-06-14,"06_14",43,1.686732572,"Shinnecock",73,1
"1020",1608,"2017",3,2017-06-14,"06_14",25,1.920471453,"Shinnecock",48,2
"1021",1609,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"1022",797,"2017",4,2017-06-22,"06_22",59,1.333117473,"Shinnecock",79,1
"1023",798,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1024",799,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1025",800,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1026",801,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1027",802,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1028",803,"2017",4,2017-06-22,"06_22",58,1.353959245,"Shinnecock",79,1
"1029",804,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1030",805,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1031",806,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1032",881,"2017",4,2017-06-22,"06_22",50,1.534401164,"Shinnecock",77,1
"1033",882,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1034",883,"2017",4,2017-06-22,"06_22",80,1.066899923,"Shinnecock",85,1
"1035",884,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1036",885,"2017",4,2017-06-22,"06_22",63,1.256570527,"Shinnecock",79,1
"1037",886,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1038",887,"2017",4,2017-06-22,"06_22",57,1.375371023,"Shinnecock",78,1
"1039",888,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1040",889,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1041",950,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1042",951,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1043",952,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1044",953,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1045",954,"2017",4,2017-06-22,"06_22",74,1.110988139,"Shinnecock",82,1
"1046",955,"2017",4,2017-06-22,"06_22",46,1.624237594,"Shinnecock",75,2
"1047",956,"2017",4,2017-06-22,"06_22",77,1.086431913,"Shinnecock",84,1
"1048",957,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1049",958,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1050",1006,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1051",1007,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1052",1008,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1053",1009,"2017",4,2017-06-22,"06_22",56,1.397281537,"Shinnecock",78,1
"1054",1010,"2017",4,2017-06-22,"06_22",63,1.256570527,"Shinnecock",79,1
"1055",1011,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1056",1012,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1057",1013,"2017",4,2017-06-22,"06_22",45,1.645659032,"Shinnecock",74,2
"1058",1014,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1059",1055,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1060",1056,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1061",1057,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1062",1058,"2017",4,2017-06-22,"06_22",53,1.465183611,"Shinnecock",78,1
"1063",1059,"2017",4,2017-06-22,"06_22",69,1.165412156,"Shinnecock",80,1
"1064",1060,"2017",4,2017-06-22,"06_22",28,1.897656828,"Shinnecock",53,2
"1065",1061,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1066",1062,"2017",4,2017-06-22,"06_22",55,1.419611821,"Shinnecock",78,1
"1067",1063,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1068",1097,"2017",4,2017-06-22,"06_22",55,1.419611821,"Shinnecock",78,1
"1069",1098,"2017",4,2017-06-22,"06_22",70,1.1530424,"Shinnecock",81,1
"1070",1099,"2017",4,2017-06-22,"06_22",68,1.178570912,"Shinnecock",80,1
"1071",1100,"2017",4,2017-06-22,"06_22",47,1.60231878,"Shinnecock",75,2
"1072",1101,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1073",1102,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1074",1103,"2017",4,2017-06-22,"06_22",50,1.534401164,"Shinnecock",77,1
"1075",1104,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1076",1105,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1077",1137,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1078",1138,"2017",4,2017-06-22,"06_22",61,1.293386184,"Shinnecock",79,1
"1079",1139,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1080",1140,"2017",4,2017-06-22,"06_22",69,1.165412156,"Shinnecock",80,1
"1081",1141,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1082",1142,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1083",1143,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1084",1144,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1085",1145,"2017",4,2017-06-22,"06_22",54,1.44227622,"Shinnecock",78,1
"1086",1174,"2017",4,2017-06-22,"06_22",60,1.312908509,"Shinnecock",79,1
"1087",1175,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1088",1176,"2017",4,2017-06-22,"06_22",53,1.465183611,"Shinnecock",78,1
"1089",1177,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1090",1178,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1091",1179,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1092",1180,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1093",1181,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1094",1206,"2017",4,2017-06-22,"06_22",66,1.207315414,"Shinnecock",80,1
"1095",1207,"2017",4,2017-06-22,"06_22",63,1.256570527,"Shinnecock",79,1
"1096",1208,"2017",4,2017-06-22,"06_22",63,1.256570527,"Shinnecock",79,1
"1097",1209,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1098",1210,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1099",1211,"2017",4,2017-06-22,"06_22",45,1.645659032,"Shinnecock",74,2
"1100",1212,"2017",4,2017-06-22,"06_22",60,1.312908509,"Shinnecock",79,1
"1101",1234,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1102",1235,"2017",4,2017-06-22,"06_22",60,1.312908509,"Shinnecock",79,1
"1103",1236,"2017",4,2017-06-22,"06_22",45,1.645659032,"Shinnecock",74,2
"1104",1237,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1105",1238,"2017",4,2017-06-22,"06_22",61,1.293386184,"Shinnecock",79,1
"1106",1239,"2017",4,2017-06-22,"06_22",49,1.557312077,"Shinnecock",76,1
"1107",1240,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1108",1260,"2017",4,2017-06-22,"06_22",68,1.178570912,"Shinnecock",80,1
"1109",1261,"2017",4,2017-06-22,"06_22",56,1.397281537,"Shinnecock",78,1
"1110",1262,"2017",4,2017-06-22,"06_22",64,1.239338748,"Shinnecock",79,1
"1111",1263,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1112",1264,"2017",4,2017-06-22,"06_22",74,1.110988139,"Shinnecock",82,1
"1113",1265,"2017",4,2017-06-22,"06_22",70,1.1530424,"Shinnecock",81,1
"1114",1266,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1115",1283,"2017",4,2017-06-22,"06_22",69,1.165412156,"Shinnecock",80,1
"1116",1284,"2017",4,2017-06-22,"06_22",48,1.579981685,"Shinnecock",76,1
"1117",1285,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1118",1286,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1119",1287,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1120",1288,"2017",4,2017-06-22,"06_22",46,1.624237594,"Shinnecock",75,2
"1121",1305,"2017",4,2017-06-22,"06_22",65,1.222917267,"Shinnecock",79,1
"1122",1306,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1123",1307,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1124",1308,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1125",1309,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1126",1310,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1127",1325,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1128",1326,"2017",4,2017-06-22,"06_22",81,1.061355468,"Shinnecock",86,1
"1129",1327,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1130",1328,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1131",1329,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1132",1330,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1133",1343,"2017",4,2017-06-22,"06_22",55,1.419611821,"Shinnecock",78,1
"1134",1344,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1135",1345,"2017",4,2017-06-22,"06_22",69,1.165412156,"Shinnecock",80,1
"1136",1346,"2017",4,2017-06-22,"06_22",50,1.534401164,"Shinnecock",77,1
"1137",1347,"2017",4,2017-06-22,"06_22",74,1.110988139,"Shinnecock",82,1
"1138",1348,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1139",1361,"2017",4,2017-06-22,"06_22",52,1.48823882,"Shinnecock",77,1
"1140",1362,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1141",1363,"2017",4,2017-06-22,"06_22",48,1.579981685,"Shinnecock",76,1
"1142",1364,"2017",4,2017-06-22,"06_22",48,1.579981685,"Shinnecock",76,1
"1143",1365,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1144",1366,"2017",4,2017-06-22,"06_22",52,1.48823882,"Shinnecock",77,1
"1145",1379,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1146",1380,"2017",4,2017-06-22,"06_22",66,1.207315414,"Shinnecock",80,1
"1147",1381,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1148",1382,"2017",4,2017-06-22,"06_22",30,1.879380895,"Shinnecock",56,2
"1149",1383,"2017",4,2017-06-22,"06_22",66,1.207315414,"Shinnecock",80,1
"1150",1384,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1151",1395,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1152",1396,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1153",1397,"2017",4,2017-06-22,"06_22",75,1.102189954,"Shinnecock",83,1
"1154",1398,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1155",1399,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1156",1400,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1157",1411,"2017",4,2017-06-22,"06_22",70,1.1530424,"Shinnecock",81,1
"1158",1412,"2017",4,2017-06-22,"06_22",59,1.333117473,"Shinnecock",79,1
"1159",1413,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1160",1414,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1161",1415,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1162",1416,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1163",1426,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1164",1427,"2017",4,2017-06-22,"06_22",64,1.239338748,"Shinnecock",79,1
"1165",1428,"2017",4,2017-06-22,"06_22",23,1.932995822,"Shinnecock",44,2
"1166",1429,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1167",1430,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1168",1431,"2017",4,2017-06-22,"06_22",54,1.44227622,"Shinnecock",78,1
"1169",1441,"2017",4,2017-06-22,"06_22",45,1.645659032,"Shinnecock",74,2
"1170",1442,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1171",1443,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1172",1444,"2017",4,2017-06-22,"06_22",53,1.465183611,"Shinnecock",78,1
"1173",1445,"2017",4,2017-06-22,"06_22",31,1.869227139,"Shinnecock",58,2
"1174",1453,"2017",4,2017-06-22,"06_22",65,1.222917267,"Shinnecock",79,1
"1175",1454,"2017",4,2017-06-22,"06_22",31,1.869227139,"Shinnecock",58,2
"1176",1455,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1177",1456,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1178",1457,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1179",1464,"2017",4,2017-06-22,"06_22",69,1.165412156,"Shinnecock",80,1
"1180",1465,"2017",4,2017-06-22,"06_22",66,1.207315414,"Shinnecock",80,1
"1181",1466,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1182",1467,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1183",1473,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1184",1474,"2017",4,2017-06-22,"06_22",73,1.120442198,"Shinnecock",82,1
"1185",1475,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1186",1476,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1187",1481,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1188",1482,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1189",1483,"2017",4,2017-06-22,"06_22",70,1.1530424,"Shinnecock",81,1
"1190",1484,"2017",4,2017-06-22,"06_22",52,1.48823882,"Shinnecock",77,1
"1191",1489,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1192",1490,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1193",1491,"2017",4,2017-06-22,"06_22",63,1.256570527,"Shinnecock",79,1
"1194",1492,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1195",1497,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1196",1498,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1197",1499,"2017",4,2017-06-22,"06_22",73,1.120442198,"Shinnecock",82,1
"1198",1500,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1199",1505,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1200",1506,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1201",1507,"2017",4,2017-06-22,"06_22",59,1.333117473,"Shinnecock",79,1
"1202",1508,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1203",1512,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1204",1513,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1205",1514,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1206",1515,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1207",1519,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1208",1520,"2017",4,2017-06-22,"06_22",60,1.312908509,"Shinnecock",79,1
"1209",1521,"2017",4,2017-06-22,"06_22",73,1.120442198,"Shinnecock",82,1
"1210",1522,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1211",1525,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1212",1526,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1213",1527,"2017",4,2017-06-22,"06_22",65,1.222917267,"Shinnecock",79,1
"1214",1528,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1215",1530,"2017",4,2017-06-22,"06_22",57,1.375371023,"Shinnecock",78,1
"1216",1531,"2017",4,2017-06-22,"06_22",64,1.239338748,"Shinnecock",79,1
"1217",1532,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1218",1534,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1219",1535,"2017",4,2017-06-22,"06_22",62,1.274595083,"Shinnecock",79,1
"1220",1536,"2017",4,2017-06-22,"06_22",82,1.056242824,"Shinnecock",87,1
"1221",1538,"2017",4,2017-06-22,"06_22",43,1.686732572,"Shinnecock",73,2
"1222",1539,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1223",1540,"2017",4,2017-06-22,"06_22",58,1.353959245,"Shinnecock",79,1
"1224",1542,"2017",4,2017-06-22,"06_22",35,1.821184158,"Shinnecock",64,2
"1225",1543,"2017",4,2017-06-22,"06_22",34,1.834357323,"Shinnecock",62,2
"1226",1545,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1227",1546,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1228",1548,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1229",1549,"2017",4,2017-06-22,"06_22",75,1.102189954,"Shinnecock",83,1
"1230",1551,"2017",4,2017-06-22,"06_22",39,1.760357288,"Shinnecock",69,2
"1231",1552,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1232",1554,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1233",1555,"2017",4,2017-06-22,"06_22",72,1.130583272,"Shinnecock",81,1
"1234",1557,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1235",1558,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1236",1560,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1237",1561,"2017",4,2017-06-22,"06_22",70,1.1530424,"Shinnecock",81,1
"1238",1563,"2017",4,2017-06-22,"06_22",37,1.792410193,"Shinnecock",66,2
"1239",1564,"2017",4,2017-06-22,"06_22",33,1.846741152,"Shinnecock",61,2
"1240",1566,"2017",4,2017-06-22,"06_22",72,1.130583272,"Shinnecock",81,1
"1241",1568,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1242",1570,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1243",1572,"2017",4,2017-06-22,"06_22",64,1.239338748,"Shinnecock",79,1
"1244",1574,"2017",4,2017-06-22,"06_22",44,1.666511679,"Shinnecock",73,2
"1245",1576,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1246",1578,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1247",1580,"2017",4,2017-06-22,"06_22",40,1.743111015,"Shinnecock",70,2
"1248",1582,"2017",4,2017-06-22,"06_22",42,1.706267717,"Shinnecock",72,2
"1249",1584,"2017",4,2017-06-22,"06_22",67,1.192534974,"Shinnecock",80,1
"1250",1586,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1251",1588,"2017",4,2017-06-22,"06_22",38,1.776793505,"Shinnecock",68,2
"1252",1590,"2017",4,2017-06-22,"06_22",36,1.807205438,"Shinnecock",65,2
"1253",1592,"2017",4,2017-06-22,"06_22",45,1.645659032,"Shinnecock",74,2
"1254",1594,"2017",4,2017-06-22,"06_22",41,1.72507236,"Shinnecock",71,2
"1255",1596,"2017",4,2017-06-22,"06_22",32,1.858356313,"Shinnecock",59,2
"1256",807,"2017",5,2017-06-28,"06_28",81,1.061355468,"Shinnecock",86,1
"1257",808,"2017",5,2017-06-28,"06_28",39,1.760357288,"Shinnecock",69,2
"1258",809,"2017",5,2017-06-28,"06_28",55,1.419611821,"Shinnecock",78,1
"1259",810,"2017",5,2017-06-28,"06_28",78,1.079406463,"Shinnecock",84,1
"1260",811,"2017",5,2017-06-28,"06_28",62,1.274595083,"Shinnecock",79,1
"1261",812,"2017",5,2017-06-28,"06_28",74,1.110988139,"Shinnecock",82,1
"1262",813,"2017",5,2017-06-28,"06_28",70,1.1530424,"Shinnecock",81,1
"1263",814,"2017",5,2017-06-28,"06_28",47,1.60231878,"Shinnecock",75,2
"1264",815,"2017",5,2017-06-28,"06_28",46,1.624237594,"Shinnecock",75,2
"1265",816,"2017",5,2017-06-28,"06_28",75,1.102189954,"Shinnecock",83,1
"1266",890,"2017",5,2017-06-28,"06_28",56,1.397281537,"Shinnecock",78,1
"1267",891,"2017",5,2017-06-28,"06_28",57,1.375371023,"Shinnecock",78,1
"1268",892,"2017",5,2017-06-28,"06_28",57,1.375371023,"Shinnecock",78,1
"1269",893,"2017",5,2017-06-28,"06_28",65,1.222917267,"Shinnecock",79,1
"1270",894,"2017",5,2017-06-28,"06_28",46,1.624237594,"Shinnecock",75,2
"1271",895,"2017",5,2017-06-28,"06_28",75,1.102189954,"Shinnecock",83,1
"1272",896,"2017",5,2017-06-28,"06_28",48,1.579981685,"Shinnecock",76,2
"1273",897,"2017",5,2017-06-28,"06_28",43,1.686732572,"Shinnecock",73,2
"1274",898,"2017",5,2017-06-28,"06_28",46,1.624237594,"Shinnecock",75,2
"1275",899,"2017",5,2017-06-28,"06_28",45,1.645659032,"Shinnecock",74,2
"1276",959,"2017",5,2017-06-28,"06_28",53,1.465183611,"Shinnecock",78,1
"1277",960,"2017",5,2017-06-28,"06_28",60,1.312908509,"Shinnecock",79,1
"1278",961,"2017",5,2017-06-28,"06_28",41,1.72507236,"Shinnecock",71,2
"1279",962,"2017",5,2017-06-28,"06_28",70,1.1530424,"Shinnecock",81,1
"1280",963,"2017",5,2017-06-28,"06_28",86,1.03954598,"Shinnecock",89,1
